HerbID,StandID,Plot,HerbSpecies,PrevCover,AvgCell,PrevStemCount,PrevYear,PrevComments
646_IRTE,BURNED,646,IRTE,5,A7,3,2023,Iris tenax IRTE
652_CEPU12,BURNED,652,CEPU12,25,F5,,2023,
640_MAGR3,BURNED,640,MAGR3,8,H8,12,2023,
654_WHMO,BURNED,654,WHMO,27,F6,7,2023,
657_POACEAE,BURNED,657,POACEAE,1,F6,1,2023,
649_CALAMAGROSTIS,BURNED,649,CALAMAGROSTIS,2,A6,1,2023,
652_LYLA,BURNED,652,LYLA,13,F8,12,2023,Herbivory 
646_WHMO,BURNED,646,WHMO,44,G5,11,2023,
648_LYLA,BURNED,648,LYLA,24,C6,27,2023,Herbivory 
652_COGR2,BURNED,652,COGR2,2,F5,2,2023,
663_WHMO,BURNED,663,WHMO,4,A7,5,2023,
654_LYLA,BURNED,654,LYLA,3,C5,3,2023,
657_WHMO,BURNED,657,WHMO,7,G6,7,2023,
646_CALAMAGROSTIS,BURNED,646,CALAMAGROSTIS,4,E7,1,2023,
663_COGR2,BURNED,663,COGR2,1,D10,1,2023,
661_CEPU12,BURNED,661,CEPU12,80,D5,,2023,
647_LYLA,BURNED,647,LYLA,12,F5,8,2023,
650_CEPU12,BURNED,650,CEPU12,20,D6,,2023,
654_HOME3,BURNED,654,HOME3,1,C7,,2023,
649_WHMO,BURNED,649,WHMO,4,I10,7,2023,
649_CEPU12,BURNED,649,CEPU12,10,D8,,2023,
658_CEPU12,BURNED,658,CEPU12,5,C3,,2023,
654_CALAMAGROSTIS,BURNED,654,CALAMAGROSTIS,4,D6,2,2023,
648_CEPU12,BURNED,648,CEPU12,60,E7,,2023,
654_SYRE,BURNED,654,SYRE,5,C6,4,2023,
648_ACTR,BURNED,648,ACTR,3,G10,4,2023,
650_FOCOC2,BURNED,650,FOCOC2,3,G4,3,2023,Fallopia convolvulus FOCOC2
654_HIAL2,BURNED,654,HIAL2,2,G3,1,2023,
646_SYMO,BURNED,646,SYMO,9,A8,1,2023,SYMO
652_WHMO,BURNED,652,WHMO,17,D6,9,2023,
640_CEPU12,BURNED,640,CEPU12,70,F5,,2023,
650_LYLA,BURNED,650,LYLA,1,F6,1,2023,Herbivory
654_POACEAE,BURNED,654,POACEAE,1,B10,1,2023,
661_CALAMAGROSTIS,BURNED,661,CALAMAGROSTIS,1,J10,1,2023,
654_CEPU12,BURNED,654,CEPU12,13,H6,,2023,
658_SYRE,BURNED,658,SYRE,1,J4,1,2023,
663_CEPU12,BURNED,663,CEPU12,65,F6,,2023,
646_COLA3,BURNED,646,COLA3,1,B5,1,2023,
640_LYLA,BURNED,640,LYLA,21,E8,15,2023,Herbivory
647_SYRE,BURNED,647,SYRE,4,H4,2,2023,
640_COGR2,BURNED,640,COGR2,9,E5,14,2023,Herbivory
640_CHAN9,BURNED,640,CHAN9,1,C8,1,2023,Herbivory 
661_WHMO,BURNED,661,WHMO,9,G4,12,2023,Herbivory
640_ACTR,BURNED,640,ACTR,4,E8,2,2023,
661_LYLA,BURNED,661,LYLA,9,G4,7,2023,
647_CEPU12,BURNED,647,CEPU12,10,B9,,2023,
657_CEPU12,BURNED,657,CEPU12,65,F4,,2023,
652_HIAL2,BURNED,652,HIAL2,2,D10,1,2023,
671_WHMO,BURNED,671,WHMO,30,G5,12,2023,
671_ANDE3,BURNED,671,ANDE3,2,J7,2,2023,
671_CEPU12,BURNED,671,CEPU12,6,H8,,2023,
671_LYLA,BURNED,671,LYLA,49,F5,47,2023,Herbivory
669_CEPU12,BURNED,669,CEPU12,45,F5,,2023,
639_CHAN9,BURNED,639,CHAN9,1,E6,1,2023,Herbivory
667_WHMO,BURNED,667,WHMO,3,A6,2,2023,
668_WHMO,BURNED,668,WHMO,11,E6,9,2023,
667_LYLA,BURNED,667,LYLA,5,C8,4,2023,
639_KIOR,BURNED,639,KIOR,2,I9,,2023,
672_SESY,BURNED,672,SESY,3,H9,4,2023,
672_MYMU,BURNED,672,MYMU,1,H6,1,2023,
672_RUUR,BURNED,672,RUUR,1,A5,1,2023,
655_HOME3,BURNED,655,HOME3,1,J1,,2023,
639_WHMO,BURNED,639,WHMO,10,G3,19,2023,
668_LYLA,BURNED,668,LYLA,24,G7,20,2023,
643_CEPU12,BURNED,643,CEPU12,90,F5,,2023,
672_CEPU12,BURNED,672,CEPU12,93,D6,,2023,
668_VISE3,BURNED,668,VISE3,3,F8,1,2023,
669_LYLA,BURNED,669,LYLA,7,F4,5,2023,
639_CYSC4,BURNED,639,CYSC4,1,J2,1,2023,Cytysus scoparious CYSC4 
667_MYMU,BURNED,667,MYMU,2,I2,1,2023,
634_CEPU12,BURNED,634,CEPU12,4,B8,,2023,
655_SYRE,BURNED,655,SYRE,2,I5,1,2023,
639_IRTE,BURNED,639,IRTE,3,C7,3,2023,Iris tenax IRTE
668_HIAL2,BURNED,668,HIAL2,3,I3,3,2023,
668_ACTR,BURNED,668,ACTR,10,D8,9,2023,
639_FRVE,BURNED,639,FRVE,8,G7,6,2023,
667_LANE3,BURNED,667,LANE3,2,E3,1,2023,
655_CALAMAGROSTIS,BURNED,655,CALAMAGROSTIS,7,G8,6,2023,
655_LYLA,BURNED,655,LYLA,25,D6,34,2023,Herbivory
655_CEPU12,BURNED,655,CEPU12,15,C5,,2023,
667_COHE2,BURNED,667,COHE2,21,G6,28,2023,
639_CALAMAGROSTIS,BURNED,639,CALAMAGROSTIS,7,E7,5,2023,
667_CEPU12,BURNED,667,CEPU12,20,F5,,2023,
672_TAOF,BURNED,672,TAOF,5,E3,3,2023,
639_CEPU12,BURNED,639,CEPU12,23,G6,,2023,
655_WHMO,BURNED,655,WHMO,9,F7,9,2023,
668_CEPU12,BURNED,668,CEPU12,15,F5,,2023,
670_MYMU,BURNED,670,MYMU,4,A4,1,2023,
674_CEPU12,BURNED,674,CEPU12,60,F4,,2023,
670_LYLA,BURNED,670,LYLA,14,C5,15,2023,
670_HIAL2,BURNED,670,HIAL2,1,E4,1,2023,
673_LYLA,BURNED,673,LYLA,2,H6,2,2023,
670_UNK,BURNED,670,UNK,10,F5,8,2023,
666_ANDE3,BURNED,666,ANDE3,10,G5,10,2023,Some herbivory 
670_COGR2,BURNED,670,COGR2,5,G6,5,2023,
673_WHMO,BURNED,673,WHMO,4,D8,3,2023,
675_COGR2,BURNED,675,COGR2,1,B6,1,2023,Herbivory
675_COHE2,BURNED,675,COHE2,2,B3,2,2023,
673_LASE,BURNED,673,LASE,1,I3,1,2023,
670_VISE3,BURNED,670,VISE3,1,D2,1,2023,
666_WHMO,BURNED,666,WHMO,9,H2,1,2023,
666_VISE3,BURNED,666,VISE3,3,F5,5,2023,
673_GATR3,BURNED,673,GATR3,5,F10,1,2023,
666_CEPU12,BURNED,666,CEPU12,5,F10,,2023,
670_ISMY2,BURNED,670,ISMY2,6,F4,,2023,
673_POMU,BURNED,673,POMU,6,E5,1,2023,
670_CHAN9,BURNED,670,CHAN9,7,E3,6,2023,
675_CEPU12,BURNED,675,CEPU12,97,F5,,2023,
675_CHAN9,BURNED,675,CHAN9,3,G6,6,2023,Herbivory
666_COHE2,BURNED,666,COHE2,8,G5,6,2023,
674_TAOF,BURNED,674,TAOF,1,G10,1,2023,
670_CIVU,BURNED,670,CIVU,3,E4,1,2023,Cirsium vulgare CIVU
670_CEPU12,BURNED,670,CEPU12,65,F5,,2023,
670_TAOF,BURNED,670,TAOF,4,G2,4,2023,
670_LANE3,BURNED,670,LANE3,22,E4,28,2023,
666_GAOR,BURNED,666,GAOR,25,F4,6,2023,
670_LASE,BURNED,670,LASE,3,B4,3,2023,
673_CEPU12,BURNED,673,CEPU12,40,F6,,2023,
666_RUUR,BURNED,666,RUUR,20,F3,2,2023,
609_LYLA,BURNED,609,LYLA,4,F7,3,2023,
624_PSMI,BURNED,624,PSMI,6,F5,6,2023,
605_CEPU12,BURNED,605,CEPU12,45,F5,,2023,
624_TAOF,BURNED,624,TAOF,16,B4,15,2023,
624_PODO4,BURNED,624,PODO4,2,J1,1,2023,
624_CHAN9,BURNED,624,CHAN9,13,G5,14,2023,Herbivory
623_CHAN9,BURNED,623,CHAN9,1,D4,1,2023,
625_HIAL2,BURNED,625,HIAL2,2,D3,2,2023,
622_LANE3,BURNED,622,LANE3,14,H8,11,2023,
606_RUUR,BURNED,606,RUUR,10,H8,2,2023,
624_CEPU12,BURNED,624,CEPU12,35,F3,,2023,
635_LASE,BURNED,635,LASE,1,F1,1,2023,
623_VISE3,BURNED,623,VISE3,6,F3,6,2023,
606_CEPU12,BURNED,606,CEPU12,1,B6,,2023,
635_VISE3,BURNED,635,VISE3,1,B8,1,2023,
636_CEPU12,BURNED,636,CEPU12,15,H3,,2023,
637_CEPU12,BURNED,637,CEPU12,20,F5,,2023,
636_LYLA,BURNED,636,LYLA,11,F7,12,2023,
636_VAHE,BURNED,636,VAHE,2,J5,1,2023,Stress
637_LOMI,BURNED,637,LOMI,1,H5,1,2023,
607_CEPU12,BURNED,607,CEPU12,30,G5,,2023,
607_CHAN9,BURNED,607,CHAN9,5,H3,9,2023,
623_TAOF,BURNED,623,TAOF,1,F4,1,2023,
636_PSMI,BURNED,636,PSMI,3,E2,3,2023,
624_COGR2,BURNED,624,COGR2,7,G5,6,2023,
619_CIVU,BURNED,619,CIVU,6,G6,2,2023,Cirsium vulgare CIVU
622_HYRA3,BURNED,622,HYRA3,4,D4,1,2023,Hypochaeris radicata 
605_HIAL2,BURNED,605,HIAL2,1,I2,1,2023,
637_LYLA,BURNED,637,LYLA,1,H4,1,2023,Herbivory
606_LYLA,BURNED,606,LYLA,7,C5,6,2023,
625_HYRA3,BURNED,625,HYRA3,3,D2,1,2023,Hypochaeris radicata hyra3
606_VISE3,BURNED,606,VISE3,9,F2,8,2023,
637_COGR2,BURNED,637,COGR2,2,J1,3,2023,
624_SESY,BURNED,624,SESY,22,C6,35,2023,
623_CEPU12,BURNED,623,CEPU12,60,F5,,2023,
637_HIAL2,BURNED,637,HIAL2,1,J9,1,2023,
637_WHMO,BURNED,637,WHMO,77,F5,54,2023,
625_CEPU12,BURNED,625,CEPU12,50,D5,,2023,
619_LANE3,BURNED,619,LANE3,2,A6,2,2023,
619_LYLA,BURNED,619,LYLA,59,G3,84,2023,
609_PYPI,BURNED,609,PYPI,1,E4,1,2023,
623_COGR2,BURNED,623,COGR2,2,F5,2,2023,
636_ANOR,BURNED,636,ANOR,1,B3,1,2023,
607_CIVU,BURNED,607,CIVU,4,B2,1,2023,Cirsium vulgar CIVU
609_CEPU12,BURNED,609,CEPU12,6,H6,,2023,
622_VISE3,BURNED,622,VISE3,2,I2,3,2023,
619_MYMU,BURNED,619,MYMU,3,I4,3,2023,
636_VISE3,BURNED,636,VISE3,30,C8,17,2023,
624_LASE,BURNED,624,LASE,17,G5,17,2023,
619_CHAN9,BURNED,619,CHAN9,3,I8,2,2023,Herbivory
635_CEPU12,BURNED,635,CEPU12,5,H6,,2023,
635_CHAN9,BURNED,635,CHAN9,2,D2,2,2023,Herbivory
622_CEPU12,BURNED,622,CEPU12,15,G5,,2023,
606_HIAL2,BURNED,606,HIAL2,2,D8,1,2023,
619_CEPU12,BURNED,619,CEPU12,5,G4,,2023,
635_LYLA,BURNED,635,LYLA,2,B10,2,2023,
601_CHAN9,BURNED,601,CHAN9,20,E5,22,2023,
601_SESY,BURNED,601,SESY,10,D4,26,2023,
601_CEPU12,BURNED,601,CEPU12,7,G7,,2023,
601_LYLA,BURNED,601,LYLA,20,F5,52,2023,
628_POACEAE,BURNED,628,POACEAE,45,F5,8,2023,
630_WHMO,BURNED,630,WHMO,1,E3,1,2023,
631_VISE3,BURNED,631,VISE3,18,G7,14,2023,
629_COGR2,BURNED,629,COGR2,1,F1,1,2023,
620_CEPU12,BURNED,620,CEPU12,6,H5,,2023,
632_LYLA,BURNED,632,LYLA,2,I7,1,2023,Herbivory
631_ANDE3,BURNED,631,ANDE3,2,G6,3,2023,
631_KIOR,BURNED,631,KIOR,3,F5,,2023,
630_CEPU12,BURNED,630,CEPU12,1,B5,,2023,
631_COHE2,BURNED,631,COHE2,1,A2,1,2023,
620_CHAN9,BURNED,620,CHAN9,2,D7,2,2023,
621_LYLA,BURNED,621,LYLA,5,E5,5,2023,
630_UNK,BURNED,630,UNK,2,D7,2,2023,C potentially vise3
629_LYLA,BURNED,629,LYLA,1,G3,1,2023,C
630_KIOR,BURNED,630,KIOR,2,G3,,2023,
632_CEPU12,BURNED,632,CEPU12,3,E3,,2023,
627_COHE2,BURNED,627,COHE2,4,E7,6,2023,
627_WHMO,BURNED,627,WHMO,32,F7,17,2023,
630_LYLA,BURNED,630,LYLA,9,C2,7,2023,
630_POACEAE,BURNED,630,POACEAE,13,F3,3,2023,
630_CASC7,BURNED,630,CASC7,2,B5,1,2023,
627_CEPU12,BURNED,627,CEPU12,1,F1,,2023,
627_MYMU,BURNED,627,MYMU,1,F8,1,2023,
628_WHMO,BURNED,628,WHMO,10,E8,8,2023,
628_MYMU,BURNED,628,MYMU,1,E2,1,2023,
621_CEPU12,BURNED,621,CEPU12,1,C9,,2023,
631_CEPU12,BURNED,631,CEPU12,3,C7,,2023,
627_GATR3,BURNED,627,GATR3,1,A6,2,2023,
630_GATR3,BURNED,630,GATR3,6,C3,3,2023,
628_CEPU12,BURNED,628,CEPU12,1,I2,,2023,
629_CHAN9,BURNED,629,CHAN9,2,E4,2,2023,Herbivory
631_POMU,BURNED,631,POMU,18,I9,1,2023,
629_CEPU12,BURNED,629,CEPU12,40,F5,,2023,
632_COHE2,BURNED,632,COHE2,5,F5,5,2023,
602_WHMO,BURNED,602,WHMO,5,D5,4,2023,
602_CHAN9,BURNED,602,CHAN9,7,F5,4,2023,Herbivory
602_CEPU12,BURNED,602,CEPU12,5,E8,,2023,
602_SESY,BURNED,602,SESY,5,D4,5,2023,
602_HIAL2,BURNED,602,HIAL2,4,F4,7,2023,
602_LYLA,BURNED,602,LYLA,21,D4,21,2023,
602_MYMU,BURNED,602,MYMU,4,B8,5,2023,
603_XETE,BURNED,603,XETE,11,C4,2,2023,
682_POLO4,BURNED,682,POLO4,1,H6,2,2023,Polystichum lonchitus 
677_LYLA,BURNED,677,LYLA,8,E5,6,2023,
684_LYLA,BURNED,684,LYLA,2,D9,1,2023,
679_CEPU12,BURNED,679,CEPU12,25,I3,,2023,
678_ARCA2,BURNED,678,ARCA2,6,C7,1,2023,
678_GATR3,BURNED,678,GATR3,24,C6,6,2023,
678_POACEAE,BURNED,678,POACEAE,5,A2,2,2023,
677_CEPU12,BURNED,677,CEPU12,5,H4,,2023,
678_DIHO5,BURNED,678,DIHO5,5,I5,,2023,OWD
681_CHAN9,BURNED,681,CHAN9,7,C4,8,2023,
603_CHAN9,BURNED,603,CHAN9,18,G3,11,2023,
604_CHAN9,BURNED,604,CHAN9,4,D1,2,2023,
680_LYLA,BURNED,680,LYLA,8,D8,4,2023,
677_MYMU,BURNED,677,MYMU,43,G8,103,2023,
682_CHAN9,BURNED,682,CHAN9,1,G6,1,2023,
603_CEPU12,BURNED,603,CEPU12,20,F4,,2023,
684_SESY,BURNED,684,SESY,1,B2,1,2023,
679_SESY,BURNED,679,SESY,1,B2,1,2023,
680_SESY,BURNED,680,SESY,1,B5,1,2023,
681_CASC7,BURNED,681,CASC7,1,E4,1,2023,
679_CHAN9,BURNED,679,CHAN9,8,D6,6,2023,
604_CEPU12,BURNED,604,CEPU12,50,E6,,2023,
684_CEPU12,BURNED,684,CEPU12,24,F5,,2023,
681_CEPU12,BURNED,681,CEPU12,1,B5,,2023,
684_COGR2,BURNED,684,COGR2,1,D7,1,2023,
683_CEPU12,BURNED,683,CEPU12,20,H6,,2023,
681_MYMU,BURNED,681,MYMU,6,C6,7,2023,
684_MYMU,BURNED,684,MYMU,3,F5,4,2023,
680_CEPU12,BURNED,680,CEPU12,1,D3,,2023,
684_HIAL2,BURNED,684,HIAL2,4,H8,1,2023,
682_CEPU12,BURNED,682,CEPU12,2,E5,,2023,
679_MYMU,BURNED,679,MYMU,15,E6,9,2023,
681_WHMO,BURNED,681,WHMO,7,E4,2,2023,
681_SESY,BURNED,681,SESY,1,A7,1,2023,
679_GATR3,BURNED,679,GATR3,2,A7,2,2023,
680_MYMU,BURNED,680,MYMU,4,E5,4,2023,
683_CHAN9,BURNED,683,CHAN9,2,E2,2,2023,
678_EPCIW,BURNED,678,EPCIW,1,C10,1,2023,
677_CHAN9,BURNED,677,CHAN9,8,C5,6,2023,
682_MYMU,BURNED,682,MYMU,4,E6,4,2023,
684_CHAN9,BURNED,684,CHAN9,2,E4,3,2023,
681_LYLA,BURNED,681,LYLA,53,E6,68,2023,
604_WHMO,BURNED,604,WHMO,3,I1,1,2023,
680_KIOR,BURNED,680,KIOR,20,D8,,2023,
677_ISMY2,BURNED,677,ISMY2,2,J4,,2023,On log
684_POLO4,BURNED,684,POLO4,1,F7,3,2023,Polystichum lonchitus
659_ANDE3,BURNED,659,ANDE3,2,C9,2,2023,Major Herbivory 
662_CEPU12,BURNED,662,CEPU12,90,F5,,2023,
659_POMU,BURNED,659,POMU,11,I8,1,2023,
664_ANDE3,BURNED,664,ANDE3,2,C3,1,2023,Herbivory
656_CALAMAGROSTIS,BURNED,656,CALAMAGROSTIS,17,C7,3,2023,
664_COHE2,BURNED,664,COHE2,1,C2,1,2023,Herbivory
656_COGR2,BURNED,656,COGR2,2,G7,2,2023,Herbivory
653_CEPU12,BURNED,653,CEPU12,70,F6,,2023,
656_CEPU12,BURNED,656,CEPU12,10,F5,,2023,
662_SYRE,BURNED,662,SYRE,1,F5,1,2023,
659_CEPU12,BURNED,659,CEPU12,15,D4,,2023,
664_CEPU12,BURNED,664,CEPU12,6,H3,,2023,
659_CHAN9,BURNED,659,CHAN9,4,A9,1,2023,Stress
660_CEPU12,BURNED,660,CEPU12,10,G5,,2023,
653_COGR2,BURNED,653,COGR2,4,G6,4,2023,Herbivory
656_WHMO,BURNED,656,WHMO,11,E7,2,2023,
656_MARA7,BURNED,656,MARA7,10,C9,1,2023,
656_POMU,BURNED,656,POMU,50,G3,1,2023,
659_COGR2,BURNED,659,COGR2,1,H3,1,2023,Herbivory
656_POACEAE,BURNED,656,POACEAE,1,D9,1,2023,
